unique_person_id,age,city,gender,income,free_shipping,average_spend
1,47.47875982290134,Calgary,Female,1.721979663590723,0,41.13593436400083
2,27.848748912569135,Montreal,Male,1.539509347207859,0,55.726437426723926
3,57.67065261490643,Toronto,Female,3.159459190648215,0,56.52092565662779
4,43.90090315742418,Toronto,Male,0.6364852024744507,0,50.4973010530973
5,21.06363357556984,Toronto,Female,1.4334126806809606,0,44.6673984762864
6,51.11850599665195,Calgary,Male,1.1838004192613463,0,48.792564719080126
7,28.72899124957621,Toronto,Female,1.4858532755529124,0,52.790738111524114
8,37.89532430283725,Toronto,Female,0.4137678039018134,0,52.36650644399477
9,30.954568955115974,Calgary,Male,0.3836311249485631,0,47.61999790180194
10,33.479494569823146,Montreal,Female,1.1148569046014052,0,49.158090936399795
11,96.89970714319497,Toronto,Female,3.2856318939968467,0,52.68510834237966
12,77.26059332350269,Calgary,Male,3.1127891168295414,0,51.503703630164935
13,24.767395317088813,Calgary,Male,1.4655654208924946,0,47.450032265345016
14,26.51144425943494,Toronto,Male,1.5269358272337479,0,47.57653238231856
15,43.37244290718809,Toronto,Female,0.6806651863375655,0,40.38880230380112
16,20.925597676541656,Montreal,Female,2.3071523313043167,0,49.44489562690645
17,41.650911221746355,Toronto,Female,3.5434000424958234,0,45.57871334864819
18,52.35701772943139,Toronto,Male,2.2450218181429586,0,49.63697793592854
19,34.79861379461363,Montreal,Female,1.5350703801574892,0,50.449773468929074
20,29.977107651531696,Montreal,Male,8.653722780537025,0,48.962112015518436
21,96.09838495636359,Calgary,Male,4.009114532458578,0,41.917187397696694
22,22.808460616972297,Toronto,Male,0.8976960640230189,0,50.05989326784425
23,38.3057081787847,Montreal,Female,0.6596819678846023,0,47.522919847428234
24,65.5804241374135,Montreal,Male,2.5486689996890197,0,43.65848807363412
25,61.13131347252056,Toronto,Female,3.047006062621689,0,53.474361064387516
26,51.57258039712906,Calgary,Male,5.864788226414982,0,51.58918855931637
27,50.59387064119801,Montreal,Female,0.3207261269446739,0,47.98239682576367
28,38.66615453362465,Toronto,Male,1.2968701909817826,0,51.272632088579385
29,69.5718635241501,Montreal,Male,5.838943535625063,0,52.75141223506332
30,88.29938008729368,Toronto,Male,4.886750280900531,0,54.91508129136791
31,45.147585588973016,Montreal,Female,2.3088582827931057,0,51.02261737039832
32,73.67807087022811,Montreal,Female,2.9409841334008044,0,46.009034274235894
33,48.61795457592234,Calgary,Female,1.0116194014012445,0,55.048215892043146
34,42.48109814384952,Calgary,Male,1.7486256720206315,0,53.45521002581768
35,62.73928233096376,Toronto,Female,3.911275465527838,0,61.734925743253484
36,65.57939751632512,Calgary,Male,0.36918242423615905,0,52.52199770734222
37,83.61769020184875,Calgary,Female,1.991484034426355,0,52.43709094135745
38,41.28420294029638,Toronto,Female,6.009364911306297,1,61.468266010609895
39,69.98850531736389,Calgary,Female,2.864632385610191,0,48.208764647581155
40,66.95846278686076,Montreal,Male,6.249936957736397,0,49.891765127525446
41,59.374064434319735,Calgary,Female,1.6249847451878072,0,42.94110879957677
42,35.13552841404453,Montreal,Male,0.30069103361663563,0,39.17117851853389
43,24.72886376781389,Toronto,Male,1.5940158628268006,1,59.61565227479704
44,78.01746412692592,Toronto,Male,1.3578044449404554,0,57.233442379922295
45,74.75220754975453,Toronto,Female,6.901392162259342,0,56.57566064134183
46,69.57082308037207,Toronto,Male,1.9425099271831672,0,49.66954785182371
47,88.44759021140635,Montreal,Female,1.5811544509112754,0,43.5132411866414
48,40.879688552580774,Calgary,Male,1.9999459900697452,0,51.01599319129577
49,20.01274247886613,Toronto,Female,2.873493781306946,0,44.544786256204496
50,26.067051717545837,Montreal,Female,1.5371001685838899,0,51.04516171784949
51,26.44484484149143,Toronto,Female,0.440708254850457,0,46.9093449450987
52,65.99601815547794,Calgary,Male,3.889537807472577,0,47.34693182951865
53,23.45049925427884,Calgary,Female,1.5615896792409372,0,52.15655294763245
54,34.68288641842082,Toronto,Male,0.6942391534650745,0,53.11776889781296
55,90.86933120433241,Calgary,Female,2.4010150704515043,0,47.05664808544957
56,95.78211089642718,Montreal,Male,2.9220342305549103,0,51.202759307631524
57,32.98517527477816,Calgary,Other/decline,8.711552940072275,0,47.685033386161145
58,78.35000380780548,Calgary,Male,3.33685623475505,0,50.83143665609154
59,70.52643325086683,Montreal,Male,0.32933077290514645,0,59.09998053671215
60,35.06195837026462,Toronto,Male,0.4817153220210898,0,66.75577372395193
61,72.05097887432203,Toronto,Female,1.1078743179393384,0,41.26290140408369
62,36.211735346820205,Montreal,Female,1.3518657329304933,0,52.67017167414984
63,91.27806111145765,Montreal,Female,0.5512130218598829,0,48.64587583344092
64,66.20819052308798,Toronto,Male,0.7948276334142235,0,46.84309400817373
65,29.057273446582258,Montreal,Female,0.9045900914471806,0,52.12550237514232
66,23.55959952902049,Calgary,Female,4.783159051116068,0,46.258556122825425
67,63.44996927538887,Toronto,Female,1.2717227680145697,0,58.06249758588318
68,54.5559125081636,Montreal,Female,0.6779005359724285,0,58.15918140160708
69,73.16267867479473,Toronto,Female,0.10122656523809825,0,50.19237606076586
70,71.18163431528956,Toronto,Male,5.390679516976243,0,48.15376644773144
71,19.092764605768025,Montreal,Male,0.35898888729190315,0,40.122777710028416
72,94.00711869867519,Calgary,Female,4.710759732020213,0,47.823635126935905
73,40.921194080263376,Toronto,Female,0.3113942159328652,0,49.41159969006806
74,77.83400644967332,Toronto,Female,0.9351826554433021,0,44.78031155294611
75,29.958760761190206,Calgary,Female,2.7179436068143694,0,58.36024595412829
76,56.428047590423375,Toronto,Male,15.036792644469418,0,51.77191157646951
77,91.4823871362023,Montreal,Female,2.0565713167720676,0,45.45118188546662
